WL(nm)	PL	PE(mW/nm)
645	0.3663	129.6790
646	0.3046	107.8363
647	0.2560	90.6323
648	0.2108	74.6484
649	0.1777	62.9115
650	0.1485	52.5822
651	0.1229	43.5255
652	0.1034	36.6146
653	0.0873	30.9115
654	0.0734	25.9906
655	0.0620	21.9532
656	0.0531	18.8022
657	0.0457	16.1719
658	0.0399	14.1181
659	0.0340	12.0438
660	0.0280	9.9283
661	0.0254	8.9909
662	0.0227	8.0510
663	0.0208	7.3561
664	0.0195	6.8945
665	0.0184	6.4981
666	0.0177	6.2723
667	0.0169	5.9876
668	0.0166	5.8926
669	0.0164	5.7926
670	0.0166	5.8725
671	0.0169	5.9960
672	0.0177	6.2624
673	0.0181	6.4010
674	0.0194	6.8710
675	0.0200	7.0894
676	0.0214	7.5603
677	0.0226	8.0122
678	0.0246	8.6932
679	0.0263	9.3016
680	0.0282	9.9957
681	0.0305	10.7877
682	0.0329	11.6641
683	0.0360	12.7536
684	0.0389	13.7598
685	0.0421	14.9215
686	0.0457	16.1782
687	0.0491	17.3944
688	0.0531	18.7862
689	0.0580	20.5313
690	0.0628	22.2315
691	0.0682	24.1512
692	0.0747	26.4456
693	0.0808	28.6146
694	0.0873	30.9225
695	0.0943	33.3824
696	0.1028	36.4023
697	0.1100	38.9329
698	0.1179	41.7587
699	0.1290	45.6635
700	0.1392	49.2780
701	0.1514	53.5943
702	0.1610	57.0190
703	0.1729	61.2116
704	0.1858	65.7676
705	0.2011	71.2136
706	0.2150	76.1283
707	0.2297	81.3391
708	0.2461	87.1256
709	0.2607	92.3044
710	0.2789	98.7357
711	0.2953	104.5524
712	0.3102	109.8309
713	0.3319	117.5112
714	0.3518	124.5675
715	0.3721	131.7342
716	0.3973	140.6666
717	0.4193	148.4542
718	0.4455	157.7186
719	0.4690	166.0402
720	0.4955	175.4256
721	0.5146	182.1934
722	0.5514	195.2090
723	0.5715	202.3549
724	0.5994	212.2093
725	0.6203	219.6364
726	0.6478	229.3512
727	0.6759	239.3067
728	0.6886	243.8084
729	0.7096	251.2328
730	0.7191	254.6057
731	0.7196	254.7753
732	0.7211	255.3113
733	0.7135	252.6192
734	0.6935	245.5478
735	0.6733	238.3740
736	0.6422	227.3785
737	0.6096	215.8402
738	0.5661	200.4338
739	0.5242	185.6048
740	0.4800	169.9297
741	0.4256	150.6808
742	0.3820	135.2409
743	0.3402	120.4343
744	0.2983	105.6054
745	0.2605	92.2401
746	0.2275	80.5441
747	0.1990	70.4703
748	0.1691	59.8721
749	0.1492	52.8292
750	0.1291	45.7209
751	0.1132	40.0890
752	0.0968	34.2817
753	0.0868	30.7155
754	0.0737	26.0824
755	0.0645	22.8277
756	0.0555	19.6617
757	0.0476	16.8554
758	0.0411	14.5351
759	0.0361	12.7756
760	0.0317	11.2393
761	0.0286	10.1160
762	0.0242	8.5593
763	0.0214	7.5596
764	0.0187	6.6214
765	0.0165	5.8244
766	0.0144	5.0979
767	0.0123	4.3532
768	0.0114	4.0330
769	0.0102	3.6186
770	0.0089	3.1517
771	0.0079	2.7835
772	0.0072	2.5473
773	0.0067	2.3635
774	0.0059	2.1056
775	0.0054	1.9241
776	0.0050	1.7645
777	0.0044	1.5593
778	0.0041	1.4646
779	0.0040	1.4311
780	0.0035	1.2475
781	0.0031	1.1139
782	0.0032	1.1446
783	0.0030	1.0691
784	0.0028	0.9879
785	0.0025	0.8833
786	0.0025	0.9003
787	0.0022	0.7722
788	0.0024	0.8451
789	0.0021	0.7417
790	0.0021	0.7425
791	0.0020	0.7071
792	0.0019	0.6586
793	0.0018	0.6287
794	0.0017	0.5947
795	0.0017	0.5987
796	0.0019	0.6750
797	0.0017	0.6017
798	0.0016	0.5724
799	0.0016	0.5832
800	0.0017	0.5992
