WL(nm)	PL	PE(mW/nm)
746	0.8758	22.6560
747	0.8797	22.7555
748	0.8822	22.8221
749	0.8873	22.9522
750	0.8825	22.8289
751	0.8795	22.7514
752	0.8944	23.1377
753	0.8996	23.2699
754	0.8899	23.0208
755	0.8975	23.2161
756	0.9016	23.3234
757	0.8970	23.2034
758	0.9002	23.2862
759	0.9138	23.6390
760	0.9164	23.7067
761	0.9019	23.3318
762	0.9218	23.8443
763	0.9119	23.5893
764	0.9142	23.6491
765	0.9217	23.8417
766	0.9023	23.3410
767	0.9157	23.6875
768	0.9126	23.6068
769	0.9255	23.9414
770	0.9152	23.6740
771	0.9314	24.0941
772	0.9294	24.0421
773	0.9251	23.9313
774	0.9273	23.9875
775	0.9363	24.2195
776	0.9232	23.8813
777	0.9387	24.2833
778	0.9318	24.1030
779	0.9409	24.3399
780	0.9340	24.1606
781	0.9509	24.5974
782	0.9463	24.4803
783	0.9477	24.5154
784	0.9376	24.2546
785	0.9512	24.6058
786	0.9388	24.2849
787	0.9433	24.4015
788	0.9488	24.5444
789	0.9799	25.3472
790	0.9567	24.7494
791	0.9440	24.4200
792	0.9522	24.6317
793	0.9641	24.9402
794	0.9712	25.1245
795	0.9618	24.8801
796	0.9727	25.1623
797	1.0000	25.8683
798	0.9797	25.3443
799	0.9752	25.2280
800	0.9604	24.8447
