WL(nm)	PL	PE(mW/nm)
645	0.6890	231.9854
646	0.7277	244.9976
647	0.7598	255.8278
648	0.7973	268.4523
649	0.8346	280.9976
650	0.8655	291.4089
651	0.9042	304.4439
652	0.9225	310.6090
653	0.9488	319.4508
654	0.9690	326.2695
655	0.9836	331.1862
656	0.9919	333.9827
657	1.0000	336.6947
658	0.9892	333.0436
659	0.9755	328.4468
660	0.9504	319.9982
661	0.9087	305.9553
662	0.8658	291.5129
663	0.8221	276.7862
664	0.7603	255.9865
665	0.7022	236.4352
666	0.6414	215.9653
667	0.5736	193.1356
668	0.5124	172.5216
669	0.4514	151.9745
670	0.3975	133.8203
671	0.3464	116.6346
672	0.3021	101.7274
673	0.2637	88.7983
674	0.2282	76.8443
675	0.1974	66.4611
676	0.1693	56.9958
677	0.1471	49.5421
678	0.1262	42.4752
679	0.1082	36.4234
680	0.0935	31.4927
681	0.0812	27.3546
682	0.0699	23.5437
683	0.0607	20.4373
684	0.0529	17.8200
685	0.0458	15.4153
686	0.0392	13.1894
687	0.0348	11.7031
688	0.0302	10.1521
689	0.0262	8.8167
690	0.0227	7.6302
691	0.0199	6.6996
692	0.0175	5.8896
693	0.0155	5.2268
694	0.0136	4.5839
695	0.0121	4.0904
696	0.0107	3.6150
697	0.0093	3.1347
698	0.0085	2.8652
699	0.0075	2.5161
700	0.0068	2.2787
701	0.0061	2.0439
702	0.0054	1.8126
703	0.0048	1.6283
704	0.0043	1.4459
705	0.0040	1.3542
706	0.0037	1.2353
707	0.0033	1.1249
708	0.0029	0.9880
709	0.0028	0.9416
710	0.0025	0.8277
711	0.0024	0.8006
712	0.0022	0.7416
713	0.0020	0.6884
714	0.0018	0.6224
715	0.0019	0.6407
716	0.0018	0.5967
717	0.0015	0.5091
718	0.0016	0.5355
719	0.0015	0.4910
720	0.0014	0.4667
721	0.0013	0.4349
722	0.0012	0.4005
723	0.0012	0.4064
724	0.0012	0.4074
725	0.0012	0.4034
726	0.0011	0.3636
727	0.0010	0.3302
728	0.0011	0.3744
729	0.0010	0.3464
730	0.0010	0.3441
731	0.0009	0.3192
732	0.0010	0.3409
733	0.0010	0.3338
734	0.0009	0.3145
735	0.0009	0.2913
736	0.0009	0.2882
737	0.0010	0.3266
738	0.0009	0.3049
739	0.0009	0.3174
740	0.0009	0.3186
741	0.0010	0.3226
742	0.0009	0.2960
743	0.0010	0.3310
744	0.0009	0.3041
745	0.0009	0.2899
746	0.0009	0.3195
747	0.0010	0.3221
748	0.0010	0.3382
749	0.0010	0.3387
750	0.0009	0.3107
751	0.0009	0.3196
752	0.0010	0.3421
753	0.0009	0.2864
754	0.0009	0.3135
755	0.0010	0.3277
756	0.0010	0.3413
757	0.0010	0.3302
758	0.0010	0.3257
759	0.0010	0.3334
760	0.0010	0.3269
761	0.0010	0.3527
762	0.0010	0.3357
763	0.0010	0.3501
764	0.0011	0.3641
765	0.0012	0.3941
766	0.0010	0.3517
767	0.0010	0.3323
768	0.0011	0.3735
769	0.0011	0.3855
770	0.0012	0.3947
771	0.0010	0.3534
772	0.0011	0.3766
773	0.0011	0.3840
774	0.0012	0.4073
775	0.0011	0.3681
776	0.0011	0.3807
777	0.0013	0.4211
778	0.0012	0.4116
779	0.0012	0.4003
780	0.0013	0.4340
781	0.0012	0.4152
782	0.0013	0.4361
783	0.0011	0.3675
784	0.0012	0.3995
785	0.0013	0.4531
786	0.0014	0.4610
787	0.0013	0.4532
788	0.0013	0.4353
789	0.0013	0.4210
790	0.0014	0.4748
791	0.0015	0.5179
792	0.0015	0.5056
793	0.0014	0.4708
794	0.0015	0.5060
795	0.0015	0.5017
796	0.0016	0.5338
797	0.0014	0.4844
798	0.0015	0.5160
799	0.0015	0.5169
800	0.0016	0.5527
