WL(nm)	PL	PE(mW/nm)
645	0.4181	146.9030
646	0.3549	124.6944
647	0.2966	104.2194
648	0.2483	87.2418
649	0.2064	72.5085
650	0.1699	59.7022
651	0.1420	49.9061
652	0.1187	41.7179
653	0.0995	34.9720
654	0.0832	29.2257
655	0.0701	24.6170
656	0.0593	20.8408
657	0.0500	17.5839
658	0.0417	14.6364
659	0.0353	12.3929
660	0.0280	9.8426
661	0.0237	8.3204
662	0.0207	7.2812
663	0.0177	6.2077
664	0.0149	5.2428
665	0.0132	4.6346
666	0.0115	4.0398
667	0.0099	3.4879
668	0.0086	3.0279
669	0.0075	2.6194
670	0.0065	2.2837
671	0.0057	1.9907
672	0.0049	1.7368
673	0.0045	1.5835
674	0.0039	1.3538
675	0.0033	1.1584
676	0.0030	1.0596
677	0.0026	0.9225
678	0.0024	0.8493
679	0.0023	0.7995
680	0.0020	0.7105
681	0.0018	0.6496
682	0.0016	0.5706
683	0.0015	0.5256
684	0.0014	0.4973
685	0.0013	0.4518
686	0.0012	0.4211
687	0.0012	0.4170
688	0.0011	0.3891
689	0.0011	0.3930
690	0.0010	0.3400
691	0.0009	0.3197
692	0.0009	0.3176
693	0.0009	0.3227
694	0.0008	0.2973
695	0.0009	0.3017
696	0.0008	0.2747
697	0.0008	0.2782
698	0.0007	0.2578
699	0.0007	0.2634
700	0.0008	0.2653
701	0.0007	0.2358
702	0.0007	0.2443
703	0.0007	0.2319
704	0.0007	0.2404
705	0.0007	0.2318
706	0.0006	0.2101
707	0.0007	0.2396
708	0.0006	0.2187
709	0.0005	0.1884
710	0.0006	0.2115
711	0.0006	0.1999
712	0.0005	0.1915
713	0.0006	0.2014
714	0.0005	0.1721
715	0.0005	0.1798
716	0.0006	0.2059
717	0.0006	0.1948
718	0.0005	0.1926
719	0.0005	0.1899
720	0.0005	0.1768
721	0.0005	0.1654
722	0.0005	0.1782
723	0.0005	0.1676
724	0.0005	0.1887
725	0.0004	0.1514
726	0.0004	0.1535
727	0.0004	0.1560
728	0.0004	0.1443
729	0.0004	0.1545
730	0.0004	0.1372
731	0.0004	0.1467
732	0.0004	0.1453
733	0.0004	0.1429
734	0.0004	0.1285
735	0.0003	0.1181
736	0.0004	0.1375
737	0.0004	0.1362
738	0.0003	0.1148
739	0.0004	0.1345
740	0.0004	0.1521
741	0.0005	0.1686
742	0.0004	0.1410
743	0.0004	0.1299
744	0.0004	0.1267
745	0.0004	0.1491
746	0.0004	0.1354
747	0.0003	0.1171
748	0.0004	0.1253
749	0.0004	0.1266
750	0.0003	0.1054
751	0.0004	0.1254
752	0.0004	0.1288
753	0.0004	0.1460
754	0.0004	0.1385
755	0.0003	0.1218
756	0.0004	0.1374
757	0.0004	0.1508
758	0.0004	0.1479
759	0.0004	0.1440
760	0.0004	0.1335
761	0.0005	0.1760
762	0.0004	0.1316
763	0.0003	0.1058
764	0.0004	0.1349
765	0.0003	0.1218
766	0.0003	0.1164
767	0.0003	0.0976
768	0.0004	0.1365
769	0.0003	0.1154
770	0.0004	0.1315
771	0.0004	0.1578
772	0.0003	0.1200
773	0.0003	0.1205
774	0.0005	0.1584
775	0.0005	0.1838
776	0.0004	0.1441
777	0.0003	0.1034
778	0.0005	0.1762
779	0.0004	0.1526
780	0.0004	0.1460
781	0.0005	0.1671
782	0.0004	0.1395
783	0.0003	0.1146
784	0.0004	0.1244
785	0.0005	0.1768
786	0.0005	0.1864
787	0.0005	0.1917
788	0.0004	0.1533
789	0.0005	0.1749
790	0.0004	0.1339
791	0.0004	0.1393
792	0.0005	0.1620
793	0.0003	0.1081
794	0.0006	0.2174
795	0.0005	0.1675
796	0.0006	0.2054
797	0.0005	0.1598
798	0.0004	0.1280
799	0.0005	0.1645
800	0.0004	0.1444
