WL(nm)	PL	PE(mW/nm)
490	0.0000	0.0091
491	0.0000	0.0086
492	0.0000	0.0074
493	0.0000	0.0076
494	0.0000	0.0076
495	0.0000	0.0083
496	0.0000	0.0088
497	0.0000	0.0090
498	0.0000	0.0070
499	0.0000	0.0082
500	0.0000	0.0076
501	0.0000	0.0077
502	0.0000	0.0085
503	0.0000	0.0085
504	0.0000	0.0097
505	0.0000	0.0084
506	0.0000	0.0099
507	0.0000	0.0111
508	0.0000	0.0069
509	0.0000	0.0095
510	0.0000	0.0090
511	0.0000	0.0069
512	0.0000	0.0091
513	0.0000	0.0091
514	0.0000	0.0097
515	0.0000	0.0087
516	0.0000	0.0107
517	0.0000	0.0097
518	0.0000	0.0090
519	0.0000	0.0103
520	0.0000	0.0120
521	0.0000	0.0104
522	0.0000	0.0100
523	0.0000	0.0133
524	0.0000	0.0117
525	0.0000	0.0088
526	0.0000	0.0138
527	0.0000	0.0102
528	0.0000	0.0121
529	0.0000	0.0115
530	0.0000	0.0141
531	0.0000	0.0121
532	0.0000	0.0140
533	0.0000	0.0138
534	0.0000	0.0130
535	0.0000	0.0155
536	0.0000	0.0177
537	0.0000	0.0162
538	0.0000	0.0190
539	0.0001	0.0215
540	0.0001	0.0209
541	0.0001	0.0229
542	0.0001	0.0230
543	0.0001	0.0281
544	0.0001	0.0290
545	0.0001	0.0327
546	0.0001	0.0366
547	0.0001	0.0366
548	0.0001	0.0382
549	0.0001	0.0418
550	0.0001	0.0469
551	0.0001	0.0528
552	0.0001	0.0488
553	0.0002	0.0636
554	0.0002	0.0698
555	0.0002	0.0832
556	0.0002	0.0853
557	0.0003	0.1027
558	0.0003	0.1069
559	0.0003	0.1223
560	0.0004	0.1767
561	0.0005	0.1930
562	0.0005	0.2131
563	0.0006	0.2267
564	0.0006	0.2485
565	0.0007	0.2733
566	0.0008	0.3143
567	0.0009	0.3404
568	0.0009	0.3729
569	0.0010	0.4165
570	0.0012	0.4688
571	0.0013	0.5287
572	0.0015	0.5796
573	0.0016	0.6421
574	0.0019	0.7403
575	0.0020	0.8190
576	0.0023	0.9027
577	0.0025	0.9891
578	0.0029	1.1437
579	0.0032	1.2805
580	0.0036	1.4191
581	0.0040	1.6182
582	0.0044	1.7645
583	0.0049	1.9721
584	0.0056	2.2279
585	0.0061	2.4414
586	0.0070	2.7871
587	0.0078	3.0982
588	0.0086	3.4298
589	0.0095	3.8089
590	0.0107	4.2610
591	0.0120	4.8056
592	0.0135	5.4004
593	0.0149	5.9416
594	0.0165	6.5837
595	0.0183	7.3269
596	0.0203	8.1243
597	0.0227	9.0787
598	0.0252	10.0723
599	0.0281	11.2366
600	0.0316	12.6315
601	0.0355	14.2082
602	0.0387	15.4854
603	0.0430	17.1754
604	0.0479	19.1295
605	0.0528	21.0966
606	0.0585	23.3966
607	0.0652	26.0645
608	0.0718	28.6931
609	0.0791	31.6074
610	0.0882	35.2596
611	0.0969	38.7360
612	0.1075	42.9694
613	0.1184	47.3313
614	0.1310	52.3599
615	0.1444	57.7294
616	0.1593	63.6727
617	0.1748	69.8830
618	0.1942	77.6054
619	0.2139	85.5030
620	0.2371	94.7595
621	0.2596	103.7629
622	0.2867	114.5905
623	0.3154	126.0472
624	0.3455	138.1036
625	0.3767	150.5753
626	0.4154	166.0361
627	0.4508	180.1963
628	0.4927	196.9236
629	0.5379	215.0124
630	0.5864	234.3654
631	0.6337	253.2939
632	0.6872	274.6601
633	0.7406	295.9995
634	0.7960	318.1447
635	0.8496	339.5887
636	0.9067	362.3869
637	0.9486	379.1650
638	0.9824	392.6534
639	1.0000	399.6921
640	0.9953	397.8031
641	0.9696	387.5409
642	0.9106	363.9594
643	0.8470	338.5571
644	0.7625	304.7496
645	0.6722	268.6658
646	0.5775	230.8046
647	0.4903	195.9522
648	0.4124	164.8400
649	0.3454	138.0551
650	0.2861	114.3669
651	0.2366	94.5491
652	0.1980	79.1284
653	0.1653	66.0672
654	0.1370	54.7599
655	0.1150	45.9796
656	0.0951	38.0294
657	0.0791	31.6322
658	0.0662	26.4422
659	0.0548	21.8920
660	0.0428	17.0992
661	0.0357	14.2880
662	0.0301	12.0426
663	0.0255	10.1906
664	0.0219	8.7549
665	0.0187	7.4683
666	0.0159	6.3619
667	0.0136	5.4234
668	0.0118	4.6968
669	0.0102	4.0888
670	0.0087	3.4852
671	0.0076	3.0458
672	0.0066	2.6374
673	0.0058	2.3275
674	0.0051	2.0206
675	0.0044	1.7704
676	0.0039	1.5396
677	0.0034	1.3731
678	0.0030	1.2051
679	0.0027	1.0825
680	0.0024	0.9584
681	0.0022	0.8659
682	0.0019	0.7772
683	0.0018	0.7040
684	0.0016	0.6506
685	0.0014	0.5687
686	0.0013	0.5229
687	0.0013	0.5046
688	0.0011	0.4526
689	0.0011	0.4422
690	0.0010	0.4129
691	0.0010	0.3855
692	0.0009	0.3675
693	0.0009	0.3519
694	0.0008	0.3390
695	0.0008	0.3222
696	0.0007	0.2925
697	0.0007	0.2992
698	0.0007	0.2641
699	0.0007	0.2875
700	0.0007	0.2868
701	0.0006	0.2523
702	0.0006	0.2574
703	0.0006	0.2341
704	0.0007	0.2709
705	0.0006	0.2354
706	0.0005	0.2177
707	0.0005	0.2194
708	0.0006	0.2277
709	0.0006	0.2368
710	0.0005	0.2153
711	0.0005	0.1873
712	0.0005	0.1978
713	0.0005	0.1879
714	0.0005	0.1956
715	0.0005	0.1965
716	0.0005	0.1838
717	0.0005	0.1858
718	0.0004	0.1792
719	0.0005	0.1881
720	0.0005	0.1882
721	0.0004	0.1729
722	0.0004	0.1765
723	0.0004	0.1654
724	0.0004	0.1728
725	0.0004	0.1502
726	0.0004	0.1722
727	0.0004	0.1645
728	0.0004	0.1646
729	0.0004	0.1709
730	0.0004	0.1557
731	0.0004	0.1715
732	0.0004	0.1558
733	0.0004	0.1617
734	0.0004	0.1638
735	0.0004	0.1658
736	0.0004	0.1564
737	0.0004	0.1435
738	0.0004	0.1670
739	0.0004	0.1509
740	0.0004	0.1673
741	0.0004	0.1611
742	0.0004	0.1722
743	0.0004	0.1705
744	0.0004	0.1548
745	0.0004	0.1553
746	0.0004	0.1514
747	0.0004	0.1724
748	0.0004	0.1716
749	0.0004	0.1741
750	0.0004	0.1463
751	0.0004	0.1766
752	0.0004	0.1596
753	0.0004	0.1726
754	0.0003	0.1333
755	0.0004	0.1783
756	0.0004	0.1563
757	0.0004	0.1446
758	0.0004	0.1684
759	0.0004	0.1649
760	0.0004	0.1791
761	0.0004	0.1773
762	0.0004	0.1636
763	0.0004	0.1646
764	0.0005	0.1940
765	0.0004	0.1754
766	0.0004	0.1652
767	0.0004	0.1779
768	0.0004	0.1789
769	0.0005	0.2045
770	0.0005	0.2036
771	0.0005	0.1940
772	0.0005	0.1869
773	0.0006	0.2266
774	0.0005	0.2161
775	0.0005	0.1903
776	0.0005	0.1985
777	0.0006	0.2357
778	0.0005	0.2115
779	0.0007	0.2600
780	0.0007	0.2605
781	0.0006	0.2318
782	0.0006	0.2488
783	0.0006	0.2414
784	0.0005	0.2045
785	0.0007	0.2753
786	0.0006	0.2203
787	0.0006	0.2258
788	0.0006	0.2421
789	0.0006	0.2572
790	0.0006	0.2449
791	0.0006	0.2275
792	0.0006	0.2552
793	0.0005	0.2115
794	0.0006	0.2571
795	0.0006	0.2520
796	0.0006	0.2499
797	0.0006	0.2341
798	0.0006	0.2438
799	0.0007	0.2799
800	0.0007	0.2608
